Observation id,Observation date,Description,Observation type,Source,Total duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,EventType,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,StartFrame,EndFrame,Image file path start,Image file path stop,Comment start,Comment stop,ActualStartFrame,ActualEndFrame,indexStart,indexEnd
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1878.333,1879.733,1.4,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,112700,112784,,,,,113219,113303,4723094,4726594
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1879.733,1946.367,66.634,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,112784,116782,,,,,113303,117301,4726594,4893173
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,2039.133,2040.267,1.134,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,122348,122416,,,,,122867,122935,5125084,5127917
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,2040.283,2051.367,11.084,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,122417,123082,,,,,122936,123601,5127958,5155666
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,2097.867,2099.133,1.266,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,125872,125948,,,,,126391,126467,5271913,5275080
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,2099.167,2135.35,36.183,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,125950,128121,,,,,126469,128640,5275163,5365619
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,2189.3,2190.1,0.8,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,131358,131406,,,,,131877,131925,5500490,5502490
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,2190.15,2213.667,23.517,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,131409,132820,,,,,131928,133339,5502615,5561405
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,2230.45,2231.417,0.967,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,133827,133885,,,,,134346,134404,5603362,5605779
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,2232.917,2234.233,1.316,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,133975,134054,,,,,134494,134573,5609529,5612820
